name,reg_no,cgpa
Gray,REG062982,2.00
Lanora,REG062983,1.73
Newton,REG062984,3.58
Irvine,REG062985,1.73
Tommy,REG062986,1.87
Gladys,REG062987,7.19
Desiree,REG062988,1.73
Allena,REG062989,2.00
Gustave,REG062990,3.55
Hellen,REG062991,2.78
Jake,REG062992,4.53
Lupe,REG062993,1.73
Monroe,REG062994,3.93
John,REG062995,8.77
Samuel,REG062996,6.36
Fielding,REG062997,2.12
Cleopatra,REG062998,2.73
Huldah,REG062999,2.39
Ida,REG063000,2.12
Bessie,REG063001,2.47
Arturo,REG063002,2.47
Ellie,REG063003,3.42
Verner,REG063004,1.73
Dera,REG063005,1.73
Gray,REG063006,1.73
Maida,REG063007,2.00
Ottie,REG063008,1.73
Roman,REG063009,2.84
Borghild,REG063010,2.12
Roena,REG063011,1.87
Rubin,REG063012,2.54
Esteller,REG063013,1.73
Harold,REG063014,7.07
Clarance,REG063015,3.06
Marge,REG063016,2.12
Ferne,REG063017,3.10
Zula,REG063018,4.11
Bobbie,REG063019,2.31
Clarie,REG063020,1.73
Leonia,REG063021,2.61
Carmelita,REG063022,2.61
Retha,REG063023,2.31
Vaughn,REG063024,1.87
Karl,REG063025,3.77
Lacy,REG063026,3.17
Elma,REG063027,4.96
Olevia,REG063028,2.84
Parker,REG063029,2.67
Estel,REG063030,2.00
Caldonia,REG063031,2.31
Ceil,REG063032,1.73
Chloie,REG063033,1.73
Dock,REG063034,4.11
Daisy,REG063035,1.87
Cris,REG063036,1.73
Albertha,REG063037,3.24
Lucille,REG063038,7.36
Julius,REG063039,4.92
Tabitha,REG063040,2.12
Samantha,REG063041,2.67
Bernardine,REG063042,3.02
Benton,REG063043,2.84
Launa,REG063044,2.12
Obie,REG063045,2.39
Lena,REG063046,6.86
Clyde,REG063047,3.42
Finley,REG063048,2.39
Anton,REG063049,3.81
Rosemary,REG063050,2.73
Evia,REG063051,2.39
Almina,REG063052,1.73
Nell,REG063053,5.05
Vira,REG063054,2.31
Cleotilde,REG063055,1.73
Wade,REG063056,3.91
Dolores,REG063057,2.31
India,REG063058,2.31
Delbert,REG063059,3.75
Arkie,REG063060,2.12
Arvilla,REG063061,3.06
Garner,REG063062,2.00
Arthur,REG063063,7.05
Emmie,REG063064,3.55
Neomi,REG063065,2.00
Talmage,REG063066,1.87
Eldon,REG063067,3.53
Lonnie,REG063068,3.06
Adaline,REG063069,3.14
Lenora,REG063070,4.72
Leopold,REG063071,2.39
Ignacio,REG063072,1.87
Kenneth,REG063073,6.05
Ellis,REG063074,4.15
Collins,REG063075,2.00
Carolina,REG063076,3.55
Bell,REG063077,3.64
Acey,REG063078,1.73
Buna,REG063079,2.12
Parthenia,REG063080,2.22
Lauren,REG063081,2.47
Worth,REG063082,1.73
Olla,REG063083,1.73
Versa,REG063084,2.39
Reta,REG063085,3.75
Felecia,REG063086,1.87
Georgie,REG063087,1.87
Sarah,REG063088,1.87
Christine,REG063089,4.17
Manda,REG063090,2.89
Alan,REG063091,2.54
Hallie,REG063092,4.90
Freida,REG063093,2.98
Bishop,REG063094,1.87
Edd,REG063095,3.67
Clyde,REG063096,5.90
Blake,REG063097,2.47
Saddie,REG063098,1.73
Carmine,REG063099,2.61
Erie,REG063100,2.78
Mozelle,REG063101,2.67
Littie,REG063102,2.00
Hannah,REG063103,5.61
Viletta,REG063104,1.87
Lular,REG063105,2.73
Deborah,REG063106,2.67
Gail,REG063107,3.37
Birtie,REG063108,2.31
Clare,REG063109,3.50
Sibyl,REG063110,3.42
Jonnie,REG063111,1.87
Elda,REG063112,3.71
Manuela,REG063113,2.31
Lotta,REG063114,2.31
Miles,REG063115,3.69
Edmonia,REG063116,2.67
Georgia,REG063117,5.70
Edda,REG063118,1.73
Delina,REG063119,1.73
Rena,REG063120,4.97
Gusta,REG063121,2.39
Harlin,REG063122,1.73
Maudine,REG063123,1.73
Roma,REG063124,2.00
Lilliam,REG063125,1.73
Francis,REG063126,5.45
Addie,REG063127,5.97
Silas,REG063128,4.20
Zilpha,REG063129,2.39
Vick,REG063130,1.87
Woodson,REG063131,1.73
Queen,REG063132,2.98
Stonewall,REG063133,2.22
Bessie,REG063134,2.00
Dosha,REG063135,1.87
Pablo,REG063136,2.31
Marybelle,REG063137,2.00
Claudia,REG063138,3.79
Perry,REG063139,4.30
Edrie,REG063140,3.62
Lafayette,REG063141,2.61
Fidelia,REG063142,1.73
Germaine,REG063143,2.93
Holly,REG063144,1.87
Edson,REG063145,2.31
Celestine,REG063146,3.34
Mark,REG063147,4.46
Zeb,REG063148,2.12
Mary,REG063149,9.11
Jim,REG063150,1.73
Helen,REG063151,3.48
May,REG063152,6.02
Loretta,REG063153,4.88
Clara,REG063154,2.39
Lue,REG063155,1.87
Fanny,REG063156,3.96
Elzie,REG063157,2.31
Josephine,REG063158,7.27
Merle,REG063159,4.37
Ellie,REG063160,3.60
Lorenzo,REG063161,3.17
Cecil,REG063162,5.67
Mervin,REG063163,2.22
Gordon,REG063164,3.55
Suzanne,REG063165,2.22
Augustine,REG063166,2.22
Hans,REG063167,2.98
Chrystal,REG063168,1.87
Colonel,REG063169,2.22
Ardie,REG063170,1.73
Oswald,REG063171,2.84
Marion,REG063172,4.96
Gertie,REG063173,4.65
Hildegard,REG063174,3.06
Gregor,REG063175,1.73
Pinkey,REG063176,2.61
Jeanie,REG063177,2.39
Augusta,REG063178,1.87
Buna,REG063179,3.02
Daisy,REG063180,6.20
Phoebe,REG063181,4.34
Huey,REG063182,1.73
Harper,REG063183,1.87
Zada,REG063184,2.12
Carroll,REG063185,3.17
Albert,REG063186,2.47
Nollie,REG063187,1.73
Arta,REG063188,1.73
Iler,REG063189,1.87
Dorothe,REG063190,1.73
Cliff,REG063191,2.67
Barry,REG063192,2.12
Beryl,REG063193,3.37
Debbie,REG063194,2.00
Magda,REG063195,1.73
Fay,REG063196,2.54
Allene,REG063197,3.24
Winford,REG063198,2.47
Virgie,REG063199,5.36
Dorcas,REG063200,3.34
Genie,REG063201,2.12
Lem,REG063202,2.47
Josiephine,REG063203,1.73
Adell,REG063204,2.00
Victoria,REG063205,4.65
Otilia,REG063206,2.00
Gregoria,REG063207,2.54
Theodora,REG063208,2.93
Mercedes,REG063209,2.54
Meta,REG063210,3.50
Oliva,REG063211,2.31
Gideon,REG063212,1.87
Virginia,REG063213,6.44
Aurore,REG063214,2.84
Nelia,REG063215,2.31
Viva,REG063216,3.42
Elisha,REG063217,3.28
Esau,REG063218,2.00
Lawrence,REG063219,5.30
Helene,REG063220,4.63
Wellington,REG063221,2.22
Flora,REG063222,1.73
Lenord,REG063223,1.73
Jeanne,REG063224,5.20
Lucyle,REG063225,1.87
Cleon,REG063226,1.73
Ignatius,REG063227,2.22
Vernie,REG063228,2.73
Robena,REG063229,2.00
Boyce,REG063230,1.73
Lenore,REG063231,2.78
Iola,REG063232,3.53
Daisie,REG063233,2.00
Blanch,REG063234,4.38
Beaulah,REG063235,2.31
Dominic,REG063236,3.77
Lois,REG063237,2.39
Bertie,REG063238,2.00
Myrtie,REG063239,4.32
Helena,REG063240,4.55
Al,REG063241,3.58
Eileen,REG063242,4.20
Zilla,REG063243,1.87
Vilma,REG063244,1.73
Carmelita,REG063245,2.54
Lee,REG063246,6.37
Norris,REG063247,2.39
Lynn,REG063248,2.98
Mitchel,REG063249,1.87
Eva,REG063250,6.96
Budd,REG063251,1.87
Prudie,REG063252,2.00
Judy,REG063253,3.28
Don,REG063254,4.02
Pearl,REG063255,6.23
Love,REG063256,2.00
Hortense,REG063257,3.34
Ferol,REG063258,2.31
Vincenza,REG063259,2.12
Pearley,REG063260,1.73
Ardie,REG063261,1.73
Jackson,REG063262,3.48
Eleonore,REG063263,1.87
Ferol,REG063264,1.87
Juliette,REG063265,2.00
Winona,REG063266,2.22
Jake,REG063267,4.59
Zetta,REG063268,2.67
Freddie,REG063269,2.98
Arther,REG063270,3.31
Gary,REG063271,2.54
Jennings,REG063272,2.47
Marquis,REG063273,1.73
Emilie,REG063274,3.89
Benny,REG063275,2.22
Edith,REG063276,2.22
Bella,REG063277,3.64
Salina,REG063278,2.22
Corrie,REG063279,2.78
Jason,REG063280,2.47
Ida,REG063281,7.03
Mason,REG063282,2.47
Clarke,REG063283,1.87
Alva,REG063284,2.54
Lee,REG063285,5.77
Ambrose,REG063286,3.28
Napoleon,REG063287,3.45
Margaret,REG063288,8.49
Merlin,REG063289,2.47
Denis,REG063290,2.31
Ned,REG063291,3.86
Elliott,REG063292,2.78
Vicie,REG063293,2.47
Concha,REG063294,2.12
Vista,REG063295,2.12
Maryellen,REG063296,1.73
Clemence,REG063297,2.00
Lupe,REG063298,2.12
Landon,REG063299,1.73
Lavonia,REG063300,1.73
Kelley,REG063301,2.78
Roswell,REG063302,1.73
Jeraldine,REG063303,2.00
Winona,REG063304,1.87
Earnest,REG063305,4.81
Cornelius,REG063306,4.37
Antonina,REG063307,1.87
Rafaela,REG063308,1.87
Merna,REG063309,2.22
Exie,REG063310,2.00
Michael,REG063311,5.85
Courtney,REG063312,2.39
Allen,REG063313,5.21
Christena,REG063314,2.78
Gabino,REG063315,1.73
Majorie,REG063316,2.00
Allene,REG063317,2.00
Deva,REG063318,1.73
Paulene,REG063319,1.73
Lee,REG063320,5.74
Rossie,REG063321,2.73
Chalmer,REG063322,1.87
Durward,REG063323,2.22
Pierce,REG063324,2.39
Webb,REG063325,2.12
Merlin,REG063326,2.12
Luke,REG063327,3.69
Page,REG063328,1.73
Lambert,REG063329,2.22
Vernice,REG063330,2.61
Pablo,REG063331,2.78
Texie,REG063332,2.00
Pinkie,REG063333,2.78
Emelie,REG063334,1.87
Lenore,REG063335,4.94
Jonnie,REG063336,2.12
Percival,REG063337,1.73
Salina,REG063338,2.00
Lydia,REG063339,6.07
Lura,REG063340,4.26
Magdalen,REG063341,2.00
Ransom,REG063342,2.31
Eben,REG063343,1.87
Verdia,REG063344,1.73
Casimir,REG063345,2.73
Elizabeth,REG063346,7.80
Theresia,REG063347,2.54
Wilber,REG063348,2.67
Mattie,REG063349,6.81
Dona,REG063350,3.37
Cecil,REG063351,4.75
Jackson,REG063352,3.34
Odile,REG063353,2.78
Ike,REG063354,3.75
Dow,REG063355,2.31
Lolo,REG063356,1.73
Sherwood,REG063357,1.87
Hughie,REG063358,2.31
Waldemar,REG063359,1.87
Gideon,REG063360,1.87
Francisco,REG063361,3.45
Alpha,REG063362,2.22
Octavia,REG063363,3.84
Genoveva,REG063364,1.73
Ela,REG063365,2.00
Karen,REG063366,2.00
Lillie,REG063367,6.98
Elmer,REG063368,6.09
Glendora,REG063369,2.12
Virdie,REG063370,2.31
Lillis,REG063371,1.73
Wilhemina,REG063372,1.87
Louie,REG063373,2.89
Raymond,REG063374,5.08
Walter,REG063375,2.47
Elige,REG063376,2.12
Hubert,REG063377,3.97
Erminia,REG063378,2.00
Edmund,REG063379,4.38
Judy,REG063380,1.87
Patty,REG063381,2.00
Molly,REG063382,3.69
Annabelle,REG063383,3.02
Tommie,REG063384,4.04
Hudson,REG063385,2.12
Burton,REG063386,3.45
Marie,REG063387,8.06
Ralph,REG063388,6.89
Webster,REG063389,3.17
Sofie,REG063390,1.87
Tillie,REG063391,5.19
Hixie,REG063392,2.00
Pearl,REG063393,6.11
Rosamond,REG063394,2.22
Pinkney,REG063395,2.12
Nelda,REG063396,3.14
Fae,REG063397,2.89
Betsy,REG063398,2.61
Joe,REG063399,7.01
Herman,REG063400,5.86
Phyllis,REG063401,2.73
Fredonia,REG063402,1.73
Lavada,REG063403,1.87
Verena,REG063404,1.87
Laurette,REG063405,2.31
Ramona,REG063406,3.67
Cloyd,REG063407,1.87
Chessie,REG063408,1.73
Rae,REG063409,4.24
Elberta,REG063410,2.93
Raye,REG063411,1.73
Elenora,REG063412,2.73
Lillias,REG063413,1.87
Rose,REG063414,7.08
Linus,REG063415,2.00
Arnold,REG063416,3.53
Henretta,REG063417,2.39
Bitha,REG063418,1.73
Artie,REG063419,2.73
West,REG063420,2.89
Manervia,REG063421,1.87
Emerson,REG063422,3.31
Augustine,REG063423,2.12
Sara,REG063424,5.86
Theda,REG063425,1.73
Esta,REG063426,3.67
Magnolia,REG063427,2.98
Stephen,REG063428,4.97
Nan,REG063429,3.89
Maine,REG063430,2.22
Teddy,REG063431,1.87
Adrian,REG063432,3.28
Ananias,REG063433,2.00
Besse,REG063434,2.93
Imo,REG063435,2.12
Mildred,REG063436,7.51
Darius,REG063437,1.73
Bennie,REG063438,1.87
Everlena,REG063439,2.39
Nevada,REG063440,2.93
Rodgers,REG063441,1.73
Silvia,REG063442,2.12
Graham,REG063443,2.00
Virginia,REG063444,1.73
Roy,REG063445,6.63
George,REG063446,3.67
Barney,REG063447,3.93
Oda,REG063448,2.47
Claudie,REG063449,1.73
Almeda,REG063450,2.98
Veta,REG063451,2.39
Adolf,REG063452,2.12
Elmo,REG063453,3.21
Alexina,REG063454,2.12
Powell,REG063455,2.00
Clifford,REG063456,5.44
Cecil,REG063457,4.81
Imo,REG063458,2.31
Lem,REG063459,2.00
Alexina,REG063460,1.87
Berenice,REG063461,1.73
Aleda,REG063462,2.12
Doshia,REG063463,2.22
Jackson,REG063464,3.62
Violette,REG063465,1.87
Ines,REG063466,3.10
Carlotta,REG063467,2.12
Cenia,REG063468,1.73
Gerda,REG063469,2.12
Jules,REG063470,2.78
Doc,REG063471,1.87
Mertie,REG063472,3.48
Earl,REG063473,2.47
Verta,REG063474,2.00
Angeline,REG063475,5.74
Sanford,REG063476,3.14
Verne,REG063477,2.93
Littie,REG063478,2.12
Gladys,REG063479,7.80
Harry,REG063480,2.00
Valeria,REG063481,2.39
French,REG063482,2.31
Eloise,REG063483,5.09
Craig,REG063484,2.12
Marcella,REG063485,5.97
Vanderbilt,REG063486,1.73
Mina,REG063487,3.89
Winifred,REG063488,5.43
Ethel,REG063489,7.80
Fortunata,REG063490,1.73
Claudie,REG063491,2.12
Archie,REG063492,5.18
Sydelle,REG063493,1.87
Avanelle,REG063494,1.87
Thalia,REG063495,2.78
Gertrude,REG063496,6.43
Marvin,REG063497,4.72
Creed,REG063498,2.00
Reba,REG063499,3.64
Giles,REG063500,2.12
Webb,REG063501,2.00
Angelo,REG063502,3.60
Mable,REG063503,6.25
Vicie,REG063504,1.73
Aloysius,REG063505,2.47
Dennis,REG063506,4.28
Huston,REG063507,2.31
Rilla,REG063508,3.06
Elis,REG063509,1.73
Agda,REG063510,1.73
Rosella,REG063511,4.61
Loyal,REG063512,1.87
Ella,REG063513,6.96
Delphia,REG063514,3.69
Lemon,REG063515,2.00
Gust,REG063516,2.67
Ressie,REG063517,2.67
Harvy,REG063518,1.73
Oran,REG063519,2.31
Hiram,REG063520,4.42
Beauford,REG063521,1.73
Maudell,REG063522,1.73
Lucinda,REG063523,4.51
Mose,REG063524,3.99
Kathryn,REG063525,6.33
Aurore,REG063526,2.61
Dimple,REG063527,2.39
Bina,REG063528,2.12
Shizuko,REG063529,1.87
Emerson,REG063530,3.24
Violetta,REG063531,1.73
Vesta,REG063532,4.28
Myrtice,REG063533,2.78
Effa,REG063534,2.61
Luetta,REG063535,1.87
Chrystal,REG063536,2.54
Beatrice,REG063537,2.47
Colette,REG063538,2.47
Bulah,REG063539,2.61
Francies,REG063540,2.31
Umberto,REG063541,1.73
Maynard,REG063542,2.12
Lelar,REG063543,2.12
Delmar,REG063544,2.61
Lew,REG063545,2.00
Dona,REG063546,3.71
Alka,REG063547,1.73
Evert,REG063548,2.67
Lempi,REG063549,2.67
Clyde,REG063550,5.47
Lida,REG063551,3.73
Cyrus,REG063552,3.94
Leontine,REG063553,2.54
Antonetta,REG063554,1.87
Voncile,REG063555,1.87
Zoe,REG063556,3.45
Laverna,REG063557,2.22
Glennie,REG063558,2.22
Tillie,REG063559,5.44
Alton,REG063560,3.17
Oda,REG063561,1.87
Ike,REG063562,3.60
Lois,REG063563,1.87
Felicia,REG063564,2.47
Lala,REG063565,2.47
Malissa,REG063566,3.14
Lloyd,REG063567,1.87
Foster,REG063568,3.24
Lafe,REG063569,1.87
San,REG063570,2.00
Odie,REG063571,2.89
Florence,REG063572,2.89
Mannie,REG063573,2.00
Sylvan,REG063574,2.54
Winona,REG063575,2.93
Hosteen,REG063576,1.73
Agatha,REG063577,3.86
Nella,REG063578,2.84
Gwendolyn,REG063579,3.50
Lawton,REG063580,2.00
Allie,REG063581,5.33
Leon,REG063582,5.85
Silas,REG063583,4.02
Jerry,REG063584,2.12
Izetta,REG063585,2.47
Love,REG063586,2.22
Katharina,REG063587,1.87
Joan,REG063588,4.53
Anton,REG063589,3.82
Jeff,REG063590,4.27
Pluma,REG063591,2.47
Harley,REG063592,4.27
Annella,REG063593,1.73
Juanita,REG063594,3.81
Klara,REG063595,1.73
Otho,REG063596,2.98
Sena,REG063597,2.84
Vara,REG063598,2.00
Portia,REG063599,2.12
Butler,REG063600,1.73
Bud,REG063601,3.45
Sophronia,REG063602,2.54
Reece,REG063603,2.31
Sophia,REG063604,5.30
Guss,REG063605,2.47
Francisquita,REG063606,2.22
Leora,REG063607,4.23
Thresa,REG063608,2.47
Eldora,REG063609,2.47
Mazie,REG063610,4.05
Wilbur,REG063611,4.48
Coletta,REG063612,1.87
Gayle,REG063613,1.73
Phil,REG063614,2.98
Elie,REG063615,2.31
Wessie,REG063616,1.73
Goldie,REG063617,2.31
Juanita,REG063618,3.97
Celestia,REG063619,1.87
Amerigo,REG063620,1.73
Benjiman,REG063621,2.54
Loraine,REG063622,3.48
Suzanne,REG063623,4.02
Bernhard,REG063624,1.73
Helma,REG063625,2.22
Overton,REG063626,1.87
Bula,REG063627,2.84
Blonnie,REG063628,2.31
Madge,REG063629,4.49
Eddie,REG063630,4.48
Tillie,REG063631,4.27
Cathryn,REG063632,2.12
Freeman,REG063633,3.82
Hilary,REG063634,2.00
Jinnie,REG063635,1.73
Myrtle,REG063636,7.34
Mary,REG063637,3.31
Callie,REG063638,5.23
Cleora,REG063639,1.73
Darline,REG063640,2.73
Oscar,REG063641,6.19
Patti,REG063642,2.00
Shannon,REG063643,1.73
Margaretta,REG063644,2.22
Willis,REG063645,4.73
Burnett,REG063646,1.73
Lawson,REG063647,2.93
Bennie,REG063648,4.59
Gail,REG063649,2.12
Nicholas,REG063650,4.34
Lilie,REG063651,2.47
Nealie,REG063652,2.39
Matie,REG063653,2.22
Soloman,REG063654,1.73
Bird,REG063655,2.00
Hobart,REG063656,1.87
Gilma,REG063657,2.12
Sonia,REG063658,2.22
Wright,REG063659,2.12
Gerard,REG063660,1.73
Lurene,REG063661,1.73
Pecolia,REG063662,2.00
Dayton,REG063663,2.00
Lucretia,REG063664,3.31
Hollis,REG063665,2.22
Serena,REG063666,2.93
Lenice,REG063667,1.73
Ward,REG063668,3.50
Marcia,REG063669,2.93
Alger,REG063670,1.87
Quincy,REG063671,1.73
Wyman,REG063672,1.87
Sylvia,REG063673,4.73
Honora,REG063674,2.47
Jennett,REG063675,2.12
Wellington,REG063676,2.89
Alice,REG063677,1.73
David,REG063678,2.22
Clarence,REG063679,2.61
Meredith,REG063680,1.73
Furman,REG063681,2.31
James,REG063682,3.28
Ellen,REG063683,6.36
Carolina,REG063684,3.31
Adah,REG063685,3.10
Mickey,REG063686,2.00
Tommy,REG063687,2.22
Sydney,REG063688,2.47
Coral,REG063689,3.06
Margaret,REG063690,2.61
Lutie,REG063691,2.54
Vester,REG063692,2.12
Cecelia,REG063693,5.06
Lida,REG063694,3.88
Ruby,REG063695,1.73
Marry,REG063696,1.87
Thos,REG063697,1.87
Jeffery,REG063698,2.00
Mary,REG063699,3.93
Dorotha,REG063700,4.02
Denis,REG063701,1.73
Ether,REG063702,2.98
Neal,REG063703,3.58
Andy,REG063704,3.88
Margaret,REG063705,7.88
Ford,REG063706,2.22
Docia,REG063707,2.47
Philip,REG063708,1.87
Lenna,REG063709,3.24
Maye,REG063710,3.31
Reka,REG063711,2.00
Dixie,REG063712,3.48
Lacy,REG063713,2.54
Archibald,REG063714,2.89
Angie,REG063715,3.55
Lucien,REG063716,2.61
Hosie,REG063717,1.73
Bennie,REG063718,4.34
Delmar,REG063719,1.87
Michael,REG063720,5.91
Alvah,REG063721,2.00
Gillis,REG063722,1.73
Erma,REG063723,4.76
Oralee,REG063724,2.39
Lucy,REG063725,6.60
Ita,REG063726,1.87
Beverly,REG063727,2.54
Maymie,REG063728,2.00
Lorene,REG063729,1.73
Albin,REG063730,2.47
Franklin,REG063731,4.72
Aslee,REG063732,1.73
Yetta,REG063733,2.39
Janet,REG063734,4.08
Christ,REG063735,2.78
Johnetta,REG063736,1.87
Dovie,REG063737,4.69
Spencer,REG063738,3.17
Billie,REG063739,2.22
Lola,REG063740,6.33
Sidney,REG063741,5.85
Delie,REG063742,1.73
Candis,REG063743,1.87
Jeanie,REG063744,2.31
Ottilia,REG063745,2.47
Clem,REG063746,1.73
Milburn,REG063747,1.87
Azzie,REG063748,2.00
Vernell,REG063749,1.73
Manley,REG063750,2.12
Ulyses,REG063751,2.31
Arlie,REG063752,3.42
Daisey,REG063753,2.00
Antonia,REG063754,4.09
Shellie,REG063755,2.00
Lenna,REG063756,3.02
Roxy,REG063757,2.39
Coral,REG063758,2.73
Rubin,REG063759,3.02
Neal,REG063760,3.60
Nan,REG063761,3.62
Thaddeus,REG063762,2.78
Ida,REG063763,7.21
Zack,REG063764,2.61
Ralph,REG063765,2.00
Lutie,REG063766,2.67
Nunzio,REG063767,2.22
Newman,REG063768,2.12
Andres,REG063769,2.67
Elmore,REG063770,2.22
Wilburn,REG063771,2.78
Ewell,REG063772,2.22
Ethel,REG063773,3.10
Antonia,REG063774,3.67
Dovie,REG063775,4.63
Walker,REG063776,2.89
Verlie,REG063777,3.31
Roxie,REG063778,4.67
Washington,REG063779,2.61
Ballard,REG063780,2.00
Hermina,REG063781,2.61
Needham,REG063782,2.31
Amy,REG063783,5.45
Henretta,REG063784,2.84
Heloise,REG063785,2.12
Commodore,REG063786,1.73
Ader,REG063787,2.00
Charlotte,REG063788,5.99
Ova,REG063789,2.00
Oma,REG063790,1.87
Cammie,REG063791,2.00
Manfred,REG063792,1.73
Robt,REG063793,1.73
Cora,REG063794,6.70
Lawson,REG063795,2.22
Lassie,REG063796,2.12
Matthew,REG063797,4.30
Minerva,REG063798,3.94
Arabella,REG063799,2.22
Ardith,REG063800,2.12
Chloe,REG063801,3.96
Etta,REG063802,5.85
Geneva,REG063803,5.09
Orin,REG063804,2.39
Seward,REG063805,1.73
Kay,REG063806,3.02
Harold,REG063807,6.13
Elba,REG063808,1.87
Giovanna,REG063809,1.73
Alvie,REG063810,2.00
Para,REG063811,1.87
Colin,REG063812,1.87
Madlyn,REG063813,2.00
Arizona,REG063814,3.14
Mata,REG063815,1.73
Lilie,REG063816,2.39
Fumiko,REG063817,1.87
Kitty,REG063818,3.24
Mathilda,REG063819,4.67
Elaine,REG063820,3.64
Aurelia,REG063821,2.61
Bernard,REG063822,5.52
Harriett,REG063823,4.60
Percival,REG063824,1.73
Tobe,REG063825,2.31
Delpha,REG063826,1.87
Mettie,REG063827,2.54
Christian,REG063828,3.64
Martina,REG063829,1.87
Grafton,REG063830,1.73
Annabelle,REG063831,4.63
Alfonso,REG063832,3.91
Alec,REG063833,2.47
Rose,REG063834,7.95
Philip,REG063835,5.43
Nathanial,REG063836,1.87
Hilario,REG063837,2.22
Anastacio,REG063838,2.12
Emilia,REG063839,2.61
Ethelyn,REG063840,3.28
Willam,REG063841,2.12
Elise,REG063842,3.88
Minor,REG063843,1.87
Jeannetta,REG063844,1.87
Bettie,REG063845,4.54
Myrle,REG063846,2.73
Boss,REG063847,1.73
Lexie,REG063848,2.47
Delbert,REG063849,3.62
Queen,REG063850,3.99
Lawrence,REG063851,6.26
Manila,REG063852,2.31
Faye,REG063853,3.94
Lu,REG063854,1.73
Elberta,REG063855,2.61
Edyth,REG063856,2.61
Selena,REG063857,2.61
Clearence,REG063858,1.87
Ora,REG063859,3.42
Arlie,REG063860,3.02
Leno,REG063861,1.87
Christina,REG063862,4.70
Billye,REG063863,2.22
Dannie,REG063864,1.73
Junious,REG063865,1.87
Ervin,REG063866,3.31
Rilla,REG063867,2.89
Deane,REG063868,2.12
Lonnie,REG063869,3.64
Leone,REG063870,2.39
Jasper,REG063871,4.04
Corrinne,REG063872,1.87
Rhoda,REG063873,4.82
Herman,REG063874,5.51
Elzora,REG063875,2.00
Omie,REG063876,2.67
Audra,REG063877,2.93
Lealer,REG063878,2.00
Verona,REG063879,2.78
Gena,REG063880,2.47
Lee,REG063881,6.02
Isola,REG063882,2.00
Gladyce,REG063883,2.89
Pink,REG063884,2.39
Lynn,REG063885,3.42
Philip,REG063886,5.02
Tinnie,REG063887,1.73
Zaida,REG063888,2.12
Margaret,REG063889,2.22
Beckie,REG063890,2.12
Wash,REG063891,2.47
Patrick,REG063892,5.22
Elzie,REG063893,2.12
Lemuel,REG063894,3.50
Arleen,REG063895,1.73
Gene,REG063896,2.67
Clint,REG063897,2.67
Ignatius,REG063898,2.00
Theadore,REG063899,2.00
Dagny,REG063900,1.73
Joseph,REG063901,2.61
Corinne,REG063902,4.61
Florence,REG063903,8.05
Monica,REG063904,3.42
Ula,REG063905,1.73
Teresa,REG063906,4.89
Chloe,REG063907,3.82
Osborn,REG063908,1.87
Beecher,REG063909,1.73
Ferne,REG063910,2.00
Nels,REG063911,2.12
Neal,REG063912,3.48
Wheeler,REG063913,2.00
Jeremiah,REG063914,3.40
Neal,REG063915,4.04
Mell,REG063916,2.12
Bernardine,REG063917,2.47
Estella,REG063918,5.59
Pattie,REG063919,3.58
Linnie,REG063920,1.73
Celie,REG063921,1.87
Margret,REG063922,3.24
Glen,REG063923,4.63
Elma,REG063924,3.73
Jewell,REG063925,1.73
Vern,REG063926,1.87
Louisa,REG063927,4.69
Annie,REG063928,7.52
Eda,REG063929,3.45
Vannie,REG063930,2.00
Genie,REG063931,1.87
Phebe,REG063932,2.93
Billye,REG063933,1.87
Melva,REG063934,4.50
Orlena,REG063935,2.31
